,100s,4 Wickets in Inn,4s,50s,6s,Age,Balls,Balls Faced,Balls_Average,Bat_Average,Bats(handed),Bowl_Strike_rate,Bowling_Best,Bowls(handed),DOB,Ducks,Economy_Rate,Highest Score,Innings,Maidens,Matches,Name,Not Outs,Opening Batting,Overs,Runs,Runs_Conceded,Strike Rate,Wickets
136,1,0,67,6,2,51,756,1671,94.00,26.05,Left Handed,108.00,2/38,Left Arm Orthodox,04/11/1967,8,5.22,113*,55,2,66(1986-1996),Mohammad Asif Mujtaba,14,6,126.0,1068,658,63.91,7
137,0,0,0,0,2,51,222,28,37.00,5.75,Right Handed,55.50,2/24,Left Arm Medium Fast,24/10/1967,0,4.00,11,4,6,5(1999-1999),Asim Butt,0,0,37.0,23,148,82.14,4
138,0,0,2,0,0,39,54,19,40.00,6.00,Right Handed,54.00,1/25,Left Arm Medium,05/11/1979,1,4.44,12,2,2,2(2004-2004),Asim Saeed,0,1,9.0,12,40,63.16,1
139,16,1,720,41,86,47,4850,9760,38.47,34.93,Right Handed,48.99,4/43,Right Arm Medium,15/09/1971,19,4.71,145*,217,28,223(1995-2007),Nathan J Astle,14,186,808.2,7090,3809,72.64,99
140,0,0,5,0,2,32,270,77,24.60,26.33,Right Handed,27.00,3/33,Right Arm Leg Break,24/09/1986,0,5.47,49,5,1,9(2017-),Todd Duncan Astle,2,0,45.0,79,246,102.60,10
141,11,0,734,59,15,46,51,12594,N/A,37.57,Right Handed,N/A,0/4,Right Arm Off Break,22/11/1972,13,4.82,132*,259,0,268(1990-2007),Marvan S Atapattu,32,92,8.3,8529,41,67.72,0
142,0,0,2,0,0,43,1492,76,43.93,4.86,Right Handed,55.26,3/27,Right Arm Fast Medium,28/03/1975,2,4.77,11*,13,7,30(1992-1996),Ata-Ur-Rehman,6,0,248.4,34,1186,44.74,27
143,0,0,46,3,3,57,420,945,60.83,29.56,Right Handed,70.00,2/33,Right Arm Medium,10/02/1962,3,5.21,82,19,1,19(1988-1998),Athar Ali Khan,1,14,70.0,532,365,56.30,6
144,2,1392,149,12,1,50,2,3054,20 (46.51%),35.12,Right Handed,,33.95,Right Arm Leg Break,23/05/1968,4,,127,54,,54(1990-1998),Michael A Atherton,3,43,15,1791,,58.64,43/20/21
145,2,0,54,4,4,61,6,1495,N/A,31.41,Right Handed,N/A,0/10,Right Arm Medium,27/09/1957,1,10.00,142*,30,0,31(1980-1988),Charles W J Athey,3,15,1.0,848,10,56.72,0
146,0,,2,0,0,43,,36,,17.00,Right Handed,,,,20/07/1975,0,,18,3,,3(2000-2000),Atiq-Uz-Zaman,1,0,,34,,94.44,
147,0,,24,1,6,28,,398,,27.78,Right Handed,,,,23/08/1990,0,,59,9,,9(2008-),James J Atkinson,0,2,,250,,62.81,
148,0,0,2,0,0,52,475,49,60.00,6.80,Left Handed,79.17,2/25,Right Arm Medium,30/05/1966,0,4.55,11*,6,2,9(1998-1999),Ian D Austin,1,0,79.1,34,360,69.39,6
149,0,0,0,0,0,07,6,13,N/A,8.00,Right Handed,N/A,0/13,Right Arm Medium,05/09/1954,0,13.00,8,1,0,1(1978-1978),Richard A Austin,0,1,1.0,8,13,61.54,0
150,0,0,19,0,9,60,390,400,39.00,14.16,Right Handed,55.71,2/48,Right Arm Off Break,02/01/1959,3,4.20,39*,21,4,25(1980-1986),Kirtivardhan Azad,2,0,65.0,269,273,67.25,7
151,0,,6,1,0,50,1,177,,23.20,Right Handed,,,,01/03/1969,0,,72,5,,6(1996-1998),Azam Khan,0,0,2,116,,65.54,
152,0,1,5,0,0,55,719,104,39.07,15.00,Left Handed,47.93,4/22,Left Arm Fast Medium,29/07/1963,1,4.89,15,10,3,15(1983-1985),Azeem Hafeez,7,0,119.5,45,586,43.27,15
153,3,0,168,12,14,34,258,2478,65.00,36.90,Right Handed,64.50,2/26,Right Arm Leg Break,19/02/1985,3,6.05,102,53,0,53(2011-),Azhar Ali,3,41,43.0,1845,260,74.46,4
154,0,0,5,1,0,54,263,266,52.25,13.71,Right Handed,65.75,1/20,Right Arm Off Break,15/03/1964,0,4.77,54,7,1,7(1988-1990),Azhar Hossain,0,6,43.5,96,209,36.09,4
155,0,5,119,3,24,44,6242,1988,39.13,18.11,Right Handed,50.75,6/18,Right Arm Fast Medium,28/02/1975,9,4.63,67,110,56,143(1996-2007),Azhar Mahmood,26,2,1040.2,1521,4813,76.51,123
156,0,0,5,0,0,48,271,195,35.50,8.71,Left Handed,45.17,3/45,Left Arm Orthodox,25/12/1970,1,4.72,32,7,2,7(1994-1996),Azhar Saeed,0,6,45.1,61,213,31.28,6
157,7,0,627,58,77,56,552,12670,39.92,36.92,Right Handed,46.00,3/19,Right Arm Medium,08/02/1963,9,5.21,153*,308,1,334(1985-2000),Mohammad Azharuddin,54,0,92.0,9378,479,74.02,12
158,0,,0,0,0,67,,73,,42.00,Left Handed,,,,03/11/1951,0,,22*,2,,2(1978-1978),Azmat Rana,1,2,,42,,57.53,
159,8,,200,10,23,24,2,2908,,51.29,Right Handed,,,Right Arm Off Break,15/10/1994,2,,125*,57,,59(2015-),Babar Azam,9,2,29,2462,,84.66,
160,0,0,70,8,26,27,6,999,N/A,39.20,Right Handed,N/A,0/9,Right Arm Medium,05/01/1992,3,9.00,89,22,0,22(2014-),Babar Hayat,2,0,1.0,784,9,78.48,0
161,0,,52,3,1,65,2,928,,26.61,Right Handed,,,Right Arm Medium,31/01/1954,2,,80*,26,,29(1978-1983),Sheik F A F Bacchus,3,6,10,612,,65.95,
162,0,0,26,1,0,45,108,469,21.33,20.77,Right Handed,36.00,2/36,,29/10/1973,0,3.56,56,13,0,13(1997-2005),Adam M Bacher,0,12,18.0,270,64,57.57,3
163,1,0,68,4,10,42,183,1180,49.67,33.35,Left Handed,61.00,1/7,Left Arm Orthodox,14/11/1976,1,4.89,100,36,0,40(2000-2004),Hemang K Badani,10,0,30.3,867,149,73.47,3
164,0,,4,0,0,38,2,172,,15.80,Right Handed,,,Right Arm Off Break,30/08/1980,0,,27*,6,,7(2008-2011),Subramaniam Badrinath,1,0,2,79,,45.93,
165,2,,184,16,8,37,1,2996,,37.06,Right Handed,,,,26/01/1982,2,,137*,60,,62(2003-2013),Ashish Bagai,7,0,1,1964,,65.55,
166,0,0,2,0,0,46,294,29,141.50,7.67,Left Handed,147.00,1/31,Right Arm Leg Break,06/01/1973,0,5.78,11,4,0,8(1997-2003),Sairaj V Bahutule,1,0,49.0,23,283,79.31,2
167,0,0,13,0,0,31,1551,339,30.64,14.67,Right Handed,35.25,3/19,Right Arm Medium,31/07/1987,3,5.21,33,22,13,32(2008-2014),Harvir S Baidwan,7,0,258.3,220,1348,64.90,44
168,3,1034,222,22,57,36,3,3645,13 (44.83%),40.59,Right Handed,,38.30,Right Arm Medium,07/09/1982,3,,156,85,,90(2012-),George John Bailey,10,0,48,3044,,83.51,29/16/10
169,0,,0,0,0,48,,0,,N/A,Right Handed,,,Right Arm Medium,26/11/1970,0,,0,0,,1(1998-1998),Mark D Bailey,0,0,,0,,N/A,
170,0,0,6,0,2,55,36,196,N/A,68.50,Right Handed,N/A,0/25,Right Arm Off Break,28/10/1963,0,4.17,43*,4,0,4(1985-1990),Robert J Bailey,2,0,6.0,137,25,69.90,0
171,0,,12,0,1,05,,390,,14.71,Right Handed,,,,01/09/1951,1,,23*,20,,21(1979-1984),David L Bairstow,6,0,,206,,52.82,
172,6,,232,8,46,29,2,2017,,46.04,Right Handed,,,Right Arm Medium,26/09/1989,3,,141*,54,,59(2011-),Jonathan M Bairstow,8,32,16,2118,,105.01,
173,0,0,2,0,0,34,426,23,32.27,6.50,Left Handed,38.73,3/47,Right Arm Fast,06/09/1984,1,5.00,11*,4,6,10(2008-2009),Lionel S Baker,2,0,71.0,13,355,56.52,11
174,0,0,0,0,0,61,258,4,71.67,N/A,Right Handed,86.00,2/51,Right Arm Medium Fast,19/08/1957,0,5.00,1*,1,2,5(1996-1996),Paul-Jan Bakker,1,0,43.0,1,215,25.00,3
175,0,,0,0,0,78,,6,,0.00,Right Handed,,,,15/03/1940,1,,0,1,,1(1979-1979),Showkat Baksh,0,0,,0,,N/A,
176,0,1,8,0,3,37,1447,152,39.53,12.00,Right Handed,42.56,4/48,Right Arm Medium Fast,27/09/1981,2,5.57,21*,16,12,30(2002-2009),Lakshmipathy Balaji,6,0,241.1,120,1344,78.95,34
177,0,1,4,0,1,40,474,89,37.33,7.38,Left Handed,39.50,4/57,Right Arm Leg Break,04/03/1978,0,5.67,24,8,1,10(2008-2011),W Dorakanti Balaji Rao,0,0,79.0,59,448,66.29,12
178,2,0,124,7,8,28,60,1786,34.00,27.13,Right Handed,30.00,1/26,Right Arm Off Break,28/12/1990,3,6.80,105,49,0,52(2010-),Andrew Balbirnie,3,7,10.0,1248,68,69.88,2
179,0,1,6,0,0,27,947,49,46.67,9.50,Right Handed,45.10,5/51,Right Arm Fast Medium,14/03/1991,2,6.21,28,6,5,18(2016-),Jacob T Ball,2,0,157.5,38,980,77.55,21
180,0,,21,2,1,29,2,443,,21.21,Left Handed,,,,22/11/1989,1,,79,15,,16(2013-2015),Gary S Ballance,1,0,8,297,,67.04,
181,0,2,9,0,4,39,1470,224,34.22,12.31,Right Handed,40.83,4/31,Right Arm Leg Break,31/12/1979,3,5.03,31,17,3,31(2006-2010),C Malinga Bandara,4,0,245.0,160,1232,71.43,36
182,0,0,0,0,0,31,60,3,83.00,N/A,Left Handed,60.00,1/83,Left Arm Medium Fast,22/05/1987,0,8.30,1*,1,0,1(2016-),Konara Mudiyanselage Chaminda Bandara,1,0,10.0,1,83,33.33,1
183,0,0,0,0,0,43,144,2,55.50,0.00,Right Handed,72.00,2/34,Left Arm Orthodox,16/05/1975,1,4.63,0,1,0,3(1998-1998),M R C Niroshan Bandarathilake,0,0,24.0,0,111,N/A,2
184,0,0,2,0,1,50,240,42,40.40,24.50,Right Handed,48.00,3/30,Right Arm Medium Fast,13/02/1969,0,5.05,25*,5,4,6(1991-1992),Subroto T Banerjee,3,0,40.0,49,202,116.67,5
185,0,0,14,1,3,46,442,239,54.86,13.85,Right Handed,63.14,2/39,Right Arm Medium Fast,11/10/1972,3,5.21,57*,15,2,15(2002-2004),Sanjay B Bangar,2,1,73.4,180,384,75.31,7
186,0,0,3,0,2,41,270,149,27.00,16.60,Right Handed,38.57,2/24,Right Arm Off Break,01/01/1978,0,4.20,33,5,1,5(2003-2005),Omari A C Banks,0,0,45.0,83,189,55.70,7
187,0,0,9,0,0,58,2214,241,41.97,15.33,Right Handed,61.50,2/10,Right Arm Medium Fast,12/03/1960,0,4.09,31,16,30,43(1983-1990),Eldine A E Baptiste,4,0,369.0,184,1511,76.35,36
188,1,,43,1,3,28,1,612,,30.31,Right Handed,,,Right Arm Off Break,14/04/1990,2,,113,14,,14(2010-2012),Adrian B Barath,1,14,3,394,,64.38,
189,0,,18,1,0,68,2,255,,29.80,Left Handed,,,Right Arm Medium,26/03/1950,2,,80*,6,,6(1976-1977),Graham D Barlow,1,0,4,149,,58.43,
190,0,,50,1,5,35,1,742,,20.68,Left Handed,,,,03/02/1984,1,,77,22,,22(2006-2010),Geoffrey E F  Barnett,0,15,7,455,,61.32,
191,0,,0,1,0,58,,146,,84.00,Right Handed,,,Right Arm Leg Break,17/07/1960,0,,84,1,,1(1988-1988),Kim J Barnett,0,0,,84,,57.53,
192,1,0,85,6,14,34,24,1152,N/A,34.64,Right Handed,N/A,0/4,Right Arm Off Break,03/05/1984,4,6.00,137*,29,0,30(2010-),Wesley Barresi,4,9,4.0,866,24,75.17,0
193,0,0,5,0,1,30,18,145,N/A,10.83,Right Handed,N/A,0/3,,08/03/1988,0,7.33,20,6,0,6(2008-2008),Oronde Bascombe,0,5,3.0,65,22,44.83,0
194,0,,0,0,0,46,0 (0.00%),40,,6.00,Right Handed,,,,28/10/1972,0,,7,2,5,2(2007-2007),Dwight M Basden,0,2,1/0/1,12,5.00,30.00,
195,1,0,81,9,18,48,30,1669,21.00,34.19,Right Handed,30.00,1/17,Right Arm Off Break,13/12/1970,3,4.20,127*,43,0,50(1993-1996),Basit Ali,6,0,5.0,1265,21,75.79,1
196,0,0,27,0,2,33,24,310,N/A,14.15,Right Handed,N/A,0/8,Right Arm Off Break,26/10/1985,1,7.75,49,13,0,13(2007-2014),Trevin C Bastiampillai,0,5,4.0,184,31,59.35,0
197,0,0,1,0,1,35,84,10,26.00,13.00,Right Handed,42.00,1/24,Left Arm Medium Fast,11/10/1983,0,3.71,13,1,1,2(2012-2012),Michael D Bates,0,0,14.0,13,52,130.00,2
198,0,0,1,0,0,41,440,73,73.20,5.00,Right Handed,88.00,2/40,Right Arm Off Break,13/10/1977,1,4.99,17,8,1,10(2002-2009),Gareth J Batty,2,0,73.2,30,366,41.10,5
199,0,,0,0,0,44,2,48,,7.00,Right Handed,,,Right Arm Medium,03/11/1974,1,,14,2,,2(2008-2008),Indika P P Batuwitarachchi,0,0,2,14,,29.17,
200,0,,10,0,3,24,1,319,,18.89,Right Handed,,,,05/12/1994,2,,46,10,,10(2016-),Dogodo Bau,1,2,1,170,,53.29,
201,0,0,26,1,5,26,78,505,31.50,19.69,Left Handed,39.00,2/35,Right Arm Medium,23/06/1992,4,4.85,59,16,0,16(2016-),Sese Bau,0,0,13.0,315,63,62.38,2
202,0,,37,0,7,36,,719,,20.08,Right Handed,,,Right Arm Leg Break,23/06/1982,2,,49,35,,47(2003-2012),Carlton S Baugh,11,0,,482,,67.04,
203,1,,18,0,1,28,1,170,,80.50,Right Handed,,,Right Arm Medium,17/05/1990,0,,113,2,,2(2016-),Temba Bavuma,0,2,1,161,,94.71,
204,0,0,7,2,1,37,12,232,N/A,26.20,Right Handed,N/A,0/11,Right Arm Off Break,25/03/1981,1,5.50,66,5,0,5(2004-2008),Bazid Khan,0,1,2.0,131,11,56.47,0
205,0,0,0,0,0,68,112,0,17.50,N/A,Right Handed,28.00,2/20,Right Arm Medium,19/08/1950,0,3.75,0,0,3,2(1981-1981),Graeme R Beard,0,0,18.4,0,70,N/A,4
206,0,0,2,0,0,26,102,51,102.00,15.00,Right Handed,102.00,1/60,Right Arm Fast Medium,17/09/1992,0,6.00,12*,2,1,2(2017-),Ronsford Rodwick Beaton,1,0,17.0,15,102,29.41,1
207,0,,11,1,5,52,1,183,,22.57,Left Handed,,,Right Arm Medium,24/09/1966,0,,51,10,,13(1994-1994),Atul C Bedade,3,0,4,158,,86.34,
208,0,0,1,0,0,72,590,70,48.57,6.20,Right Handed,84.29,2/44,Left Arm Orthodox,25/09/1946,1,3.46,13,7,17,10(1974-1979),Bishen S Bedi,2,0,96.0,31,340,44.29,7
209,0,0,79,6,25,35,748,1097,51.36,30.69,Right Handed,53.43,3/19,Right Arm Fast Medium,09/10/1983,4,5.77,70,49,2,59(2013-),Farhaan Behardien,14,0,124.4,1074,719,97.90,14
210,0,0,0,0,0,28,170,1,45.67,N/A,Right Handed,56.67,2/39,Left Arm Fast Medium,20/04/1990,0,4.84,1*,1,3,3(2019-),Jason Paul Behrendorff,1,0,28.2,1,137,100.00,3
211,4,0,525,35,32,36,88,7019,14.67,37.87,Right Handed,14.67,3/9,Right Arm Medium,11/04/1982,6,6.00,141,157,0,161(2004-2015),Ian R Bell,14,76,14.4,5416,88,77.16,6
212,0,,10,1,0,42,1,268,,19.00,Right Handed,,,Right Arm Off Break,25/02/1977,0,,66,7,,7(1998-2001),Matthew D Bell,0,2,1,133,,49.63,
213,0,0,0,0,0,58,72,6,47.00,0.00,Right Handed,72.00,1/22,Right Arm Fast Medium,02/02/1961,1,3.92,0,1,0,2(1994-1995),Joseph E Benjamin,0,0,12.0,0,47,N/A,1
214,0,0,3,0,0,51,1319,80,27.97,10.83,Right Handed,39.97,3/34,Right Arm Fast Medium,08/04/1967,1,4.20,17,13,12,26(1992-1996),Kenneth C G Benjamin,7,0,219.5,65,923,81.25,33
215,0,1,18,0,6,54,4442,406,30.79,7.45,Right Handed,44.42,5/22,Right Arm Fast,31/12/1964,10,4.16,31,52,58,85(1986-1995),Winston K M Benjamin,12,0,740.2,298,3079,73.40,100
216,0,0,20,1,0,44,65,463,11.00,17.94,Right Handed,16.25,3/5,Right Arm Off Break,09/06/1974,3,4.06,69,20,1,23(1998-2002),Dale M Benkenstein,3,0,10.5,305,44,65.87,4
217,0,3,19,0,3,37,2387,240,49.05,7.91,Left Handed,61.21,4/18,Left Arm Orthodox,22/07/1981,5,4.81,31,30,15,47(2008-2016),Sulieman J Benn,7,0,397.5,182,1913,75.83,39
218,0,2,0,0,0,32,718,35,23.00,5.00,Left Handed,26.59,4/16,Right Arm Medium Fast,22/02/1987,1,5.19,4*,7,4,16(2010-),Hamish K Bennett,5,0,119.4,10,621,28.57,27
219,0,0,0,0,0,62,408,21,68.75,3.00,Right Handed,102.00,2/27,Left Arm Orthodox,06/10/1956,2,4.04,6*,4,6,8(1984-1985),Murray J Bennett,1,0,68.0,9,275,42.86,4
220,0,,3,0,0,60,,58,,24.00,Left Handed,,,Right Arm Off Break,06/07/1958,0,,24,1,,1(1986-1986),Mark R Benson,0,1,,24,,41.38,
221,0,,26,2,0,27,1,304,,20.50,Right Handed,,,,29/08/1991,0,,66,10,,10(2014-2015),Andri R Berenger,0,10,2,205,,67.43,
222,0,0,10,0,0,37,624,219,37.57,14.10,Right Handed,44.57,3/32,,19/07/1981,1,5.06,38,12,5,20(2003-2010),David E Bernard,2,0,104.0,141,526,64.38,14
223,1,1,110,11,27,31,1262,2231,36.00,27.07,Right Handed,40.71,4/40,Right Arm Medium Fast,03/04/1987,2,5.31,101*,65,7,70(2008-),Richard D Berrington,6,0,210.2,1597,1116,71.58,31
224,1,0,39,2,4,59,19,690,N/A,24.89,Right Handed,N/A,0/4,Right Arm Off Break,14/05/1959,2,3.79,100,23,0,24(1986-1992),Carlisle A Best,4,9,3.1,473,12,68.55,0
225,0,2,7,0,0,37,1300,125,34.03,9.50,Right Handed,38.24,4/35,Right Arm Fast Medium,26/08/1981,1,5.34,24,16,9,26(2004-2014),Tino L Best,8,0,216.4,76,1157,60.80,34
226,6,0,450,46,21,48,1966,9320,45.97,53.58,Left Handed,54.61,3/36,Left Arm Chinaman (Googly),08/05/1970,5,5.05,108*,196,4,232(1994-2004),Michael G Bevan,67,1,327.4,6912,1655,74.16,36
227,0,0,0,0,0,40,106,0,21.20,N/A,Right Handed,21.20,3/31,Right Arm Fast Medium,01/10/1978,0,6.00,0*,1,0,2(2000-2004),Amit Bhandari,1,0,17.4,0,106,N/A,5
228,0,,3,0,0,29,,77,,11.67,Right Handed,,,,25/01/1990,0,,21,3,,3(2019-2019),Binod Bhandari,0,3,,35,,45.45,
229,0,0,0,0,0,22,54,9,21.50,N/A,Left Handed,27.00,2/43,Left Arm Medium,22/07/1996,0,4.78,4*,1,0,1(2018-),Lalit Singh Bhandari,1,0,9.0,4,43,44.44,2
230,0,0,15,0,1,43,372,194,19.19,27.20,Right Handed,23.25,3/34,Right Arm Off Break,15/08/1975,1,4.95,41*,9,3,10(1999-2002),Vijay R R Bhardwaj,4,0,62.0,136,307,70.10,16
231,0,,0,0,0,29,,4,,N/A,Right Handed,,,Right Arm Off Break,18/02/1990,0,,3*,1,,1(2011-2011),Rustam A Bhatti,1,0,,3,,75.00,
232,0,1,28,0,6,35,1630,512,34.82,17.18,Left Handed,49.39,4/45,Left Arm Medium,04/01/1984,2,4.23,46,30,31,36(2006-2010),Umar Bhatti,8,0,271.4,378,1149,73.83,33
233,0,0,16,0,1,34,180,124,50.33,24.40,Right Handed,60.00,2/42,Right Arm Medium,22/11/1984,0,5.03,47,5,3,5(2008-2009),Rajesh L Bhudia,0,0,30.0,122,151,98.39,3
234,0,0,0,0,0,53,102,13,26.00,6.00,Right Handed,34.00,3/34,Right Arm Fast Medium,01/04/1965,0,4.59,6,1,1,2(1994-1994),Bhupinder Singh,0,0,17.0,6,78,46.15,3
235,0,3,33,1,10,48,3257,600,31.58,20.48,Right Handed,41.76,7/20,Right Arm Fast Medium,27/08/1970,5,4.54,64,36,28,67(1997-2004),Andrew John Bichel,13,0,542.5,471,2463,78.50,78
236,0,0,7,0,1,50,413,104,26.69,24.00,Right Handed,31.77,3/55,Right Arm Fast Medium,14/01/1969,0,5.04,31*,6,3,7(1990-1991),Martin P Bicknell,2,0,68.5,96,347,92.31,13
237,0,1,6,0,1,33,132,49,19.20,13.33,Right Handed,26.40,5/25,Right Arm Off Break,24/09/1985,1,4.36,38,3,1,3(2015-2015),Bilal Asif,0,3,22.0,40,96,81.63,5
238,0,0,10,0,2,27,409,75,73.17,14.83,Right Handed,68.17,3/37,Right Arm Medium Fast,17/09/1991,1,6.44,39,7,4,10(2013-2015),Bilawal Bhatti,1,0,68.1,89,439,118.67,6
239,0,,42,4,7,46,2,834,,28.00,Right Handed,,,Right Arm Medium,26/10/1972,0,,93,19,,19(2003-2009),Ian S Billcliff,0,0,7,532,,63.79,
240,0,,29,2,2,27,2,298,,22.58,Right Handed,,,,15/06/1991,1,,62,12,,15(2015-),Samuel William Billings,0,4,9,271,,90.94,
241,0,3,54,1,1,63,2957,1046,29.35,16.13,Right Handed,38.40,4/29,Right Arm Medium Fast,19/07/1955,4,4.59,57,49,37,72(1980-1987),Roger M H Binny,10,11,492.5,629,2260,60.13,77
242,0,1,23,1,5,34,490,246,21.95,28.75,Right Handed,24.50,6/4,Right Arm Medium,03/06/1984,1,5.38,77,11,4,14(2014-2015),Stuart T R Binny,3,0,81.4,230,439,93.50,20
243,0,0,15,0,1,33,2022,248,43.89,10.00,Left Handed,53.21,3/30,Right Arm Leg Break,06/11/1985,8,4.95,22*,25,8,42(2011-),Devendra Bishoo,10,0,337.0,150,1668,60.48,38
244,0,,1,0,0,59,1,44,,6.50,Right Handed,,,,25/02/1960,0,,7,2,,2(1987-1987),Glenn A Bishop,0,1,1,13,,29.55,
245,0,9,14,0,5,51,4332,720,26.50,16.20,Right Handed,36.71,5/25,Right Arm Fast,24/10/1967,3,4.33,33*,44,49,84(1988-1997),Ian R Bishop,19,0,722.0,405,3127,56.25,118
246,0,0,1,0,0,43,228,14,N/A,2.00,Right Handed,N/A,0/19,Right Arm Fast Medium,07/06/1975,1,5.16,4,2,1,5(2001-2001),Marlon I Black,0,0,38.0,4,196,28.57,0
247,0,0,38,1,9,40,1230,465,36.58,14.93,Left Handed,51.25,3/26,Left Arm Orthodox,10/06/1978,6,4.28,82,29,8,34(2002-2006),Ian D Blackwell,2,0,205.0,403,878,86.67,24
248,0,0,1,0,0,27,18,23,N/A,5.50,Right Handed,N/A,0/16,Right Arm Off Break,20/11/1991,0,5.33,9,2,0,2(2015-2015),Jermaine Blackwood,0,0,3.0,11,16,47.83,0
249,0,2,16,0,6,40,1329,517,28.61,14.95,Right Handed,32.41,5/22,Right Arm Fast Medium,04/01/1979,3,5.30,41,25,12,33(1999-2009),John A R Blain,6,0,221.3,284,1173,54.93,41
250,0,,27,0,4,57,1,662,,16.37,Right Handed,,,,17/02/1962,6,,49*,38,,38(1986-1994),Tony E Blain,11,2,1,442,,66.77,
251,0,0,12,0,1,61,30,253,34.00,14.50,Left Handed,30.00,1/7,Right Arm Medium,27/12/1957,2,6.80,29*,14,0,14(1982-1986),Bruce R Blair,2,0,5.0,174,34,68.77,1
252,0,0,0,0,0,57,6,2,N/A,0.00,Right Handed,N/A,0/7,Right Arm Medium Fast,04/12/1961,1,7.00,0,1,0,1(2004-2004),Donovan L Blake,0,0,1.0,0,7,N/A,0
253,0,,8,0,1,46,,69,,36.00,Left Handed,,,,22/02/1973,0,,42,2,,2(2009-2009),Glenn Blakeney,0,0,,72,,104.35,
254,0,,3,0,0,52,,50,,12.50,Right Handed,,,,15/01/1967,1,,25,2,,3(1992-1993),Richard J Blakey,0,0,,25,,50.00,
255,0,0,35,2,3,47,749,889,46.14,20.41,Right Handed,53.50,2/6,Right Arm Medium,29/10/1971,3,5.17,57*,30,3,32(1995-1999),Gregory Scott Blewett,3,9,124.5,551,646,61.98,14
256,0,2,62,5,13,40,2348,589,41.26,18.97,Left Handed,46.96,4/43,Right Arm Fast Medium,01/08/1978,3,5.27,63*,41,12,54(1999-2010),Arnoldus M Blignaut,8,0,391.2,626,2063,106.28,50
257,0,0,9,1,1,40,6,132,N/A,41.50,Left Handed,N/A,0/8,Left Arm Orthodox,04/01/1979,0,8.00,51,2,0,2(2007-2007),Gulam H Bodi,0,1,1.0,83,8,62.88,0
258,2,3,135,4,13,45,4541,1594,35.57,26.68,Left Handed,47.30,5/21,Left Arm Orthodox,20/03/1973,2,4.51,129,71,22,115(1995-2005),Nico Boje,18,0,756.5,1414,3415,88.71,96
259,0,0,0,0,0,29,716,22,45.31,3.00,Right Handed,44.75,3/67,Right Arm Fast Medium,11/04/1989,1,6.08,4,4,3,14(2016-),Scott M Boland,1,0,119.2,9,725,40.91,16
260,0,5,5,0,0,37,1942,54,23.90,8.33,Left Handed,31.32,5/35,Left Arm Fast Medium,24/07/1981,1,4.58,30,8,28,39(2009-2011),Douglas E Bollinger,2,0,323.4,50,1482,92.59,62
261,0,11,19,0,9,43,4295,384,20.88,16.22,Right Handed,29.22,6/19,Right Arm Fast Medium,07/06/1975,2,4.29,31*,40,87,82(2002-2010),Shane E Bond,22,0,715.5,292,3070,76.04,147
262,0,0,2,0,0,67,700,31,34.20,15.00,Right Handed,46.67,3/28,Left Arm Orthodox,20/09/1951,0,4.40,12,7,5,14(1978-1987),Stephen L Boock,5,0,116.4,30,513,96.77,15
263,5,0,494,37,16,58,82,9157,N/A,37.04,Right Handed,N/A,0/5,Right Arm Off Break,29/12/1960,6,6.29,122,177,0,181(1984-1995),David C Boon,16,118,13.4,5964,86,65.13,0
264,1,1,204,14,34,33,1860,3462,39.05,30.63,Right Handed,47.69,4/38,Right Arm Medium,04/05/1985,4,4.91,101*,109,11,120(2007-2015),Ravinda S Bopara,21,14,310.0,2695,1523,77.85,39
265,0,1,9,0,0,33,411,192,26.13,14.00,Right Handed,27.40,4/30,Right Arm Off Break,04/03/1985,2,5.72,24,11,0,12(2006-2008),Delyone C Borden,4,1,68.3,98,392,51.04,15
266,3,0,500,39,43,63,2643,9134,28.10,30.63,Left Handed,36.21,3/20,Left Arm Orthodox,27/07/1955,11,4.66,127*,252,11,273(1979-1994),Allan R Border,39,17,440.1,6524,2051,71.43,73
267,0,1,87,5,19,35,1979,1175,35.22,22.31,Right Handed,43.02,4/32,Right Arm Medium,21/08/1983,5,4.91,96,50,10,58(2006-2014),Peter W Borren,5,0,329.5,1004,1620,85.45,46
268,0,0,1,0,1,28,54,16,N/A,9.00,Left Handed,N/A,0/13,Right Arm Leg Break,19/04/1990,0,8.00,15,2,0,2(2011-2011),Scott G Borthwick,0,0,9.0,18,72,112.50,0
269,0,0,0,0,0,14,51,0,N/A,N/A,Right Handed,N/A,0/19,Right Arm Fast Medium,14/03/1966,0,7.76,0,0,0,2(1992-1992),Tertius Bosch,0,0,8.3,0,66,N/A,0
270,0,0,1,0,0,71,66,18,39.00,13.00,Right Handed,66.00,1/39,Right Arm Off Break,20/05/1947,0,3.55,13,1,2,1(1974-1974),Gopalkrishna Bose,0,0,11.0,13,39,72.22,1
271,0,,37,2,9,41,2,305,,25.08,Right Handed,,,Right Arm Medium,14/04/1977,2,,88,12,,14(2006-2010),Lungile L  Bosman,0,11,3,301,,98.69,
272,0,0,0,0,0,41,102,11,N/A,3.00,Right Handed,N/A,0/56,Right Arm Medium,03/11/1977,0,6.65,2,2,1,2(1999-1999),Jayawardene W H D Boteju,1,0,17.0,3,113,27.27,0
273,0,2,69,2,5,43,1560,970,27.00,19.59,Left Handed,37.14,4/19,Right Arm Medium,12/09/1975,5,4.36,56,38,22,42(2006-2011),Andre C Botha,4,2,260.0,666,1134,68.66,42
